Text,Label
ಪ್ಯಾರಾಲಿಂಪಿಕ್ಸ್‌‌ದ ಹೈ ಜಂಪ್ ಗೊಬ್ಬುಡು ಬೊಳ್ಳಿದ ಪದಕೊ ಗೆಂದ್‌ದ್ ನಮ್ಮ ದೇಸೊದ ಕೊಡಿನ್ ರಾಪಾಯಿನ ಪ್ರವೀಣ್ ಕುಮಾರ್ ಮೆರೆಗ್ ಉಡಲ್‌ದಿಂಜಿ ಸೊಲ್ಮೆಲು. #Paralympics ,not offensive
Saava Anchor na,offensive untargeted
advertisement kammi malple devere💕🔥,not offensive
"ಒ ಕುಡಿ, ನಿನ್ನ ಕರ್ಮದ ಆಕ್ಟಿಂಗ್",not offensive
"What if, someone says One Country One Language -Only Hindi",not tulu
Yedde apuji A Kannada dayan depule marre savu ayana va episode t la,offensive untargeted
topic new padhule episode jasthi manple,not offensive
E song tha... Level ye bethe,not offensive
ಚಕ್ಕುಲಿ ಬಾಯಿ ಡ್ ಬರ್ಪುಜಿ 😃😃,not offensive
Kannadadali komodo made no undarstand,not tulu
Rowng story malpochi real storyd payya baidag kotti chEnglishnayer akdjer,not offensive
"08:55 ""ಎಂಚಿನ 'ಸಾವು'ದ ಕಾಮೆಡಿ \u200cಯೆ.."", '",offensive untargeted
Shuruk comedy malpun last g msg korpun undhe aand..,not offensive
ಎಷ್ಟು ಸಂಪತ್ತು ಇದ್ದರೇನು.. ಮನೆಯಲ್ಲಿ ಹತ್ತು ಜನರ ಜೊತೆ ಕೂತು ಊಟ ಮಾಡುವ ಪ್ರೀತಿ ಇಲ್ಲದಿದ್ದರೆ ವ್ಯರ್ಥ..<br>ಸೂಪರ್ ಸರ್..,not tulu
Mad person worrying aged people.....he thinks he is doing a great job,not tulu
Iirna da Saaau,offensive untargeted
Wa telikedhabolli aravindh bolar was wa comedy,not offensive
"""yera naigu comdy panda dada gotuji dislike malde 3money daye ...",not offensive
ತುಳು ಭಾಷೆ ಅಧಿಕೃತ ಸ್ಥಾನಮಾನ ಕರ್ನಾಟಕದಲ್ಲಿ ತಡೆದವರ ಬಗ್ಗೆನೂ ವಿಡಿಯೊ ಮಾಡು,not tulu
Dada  bathd😂😂😂😂😂,not offensive
Lipi ildiro bhashe ge pramukyate bere🤣🤣🤣2000 varsha itihasa iradu kannada bhashege.... 😎😎nav melinda ucche huydre tolkond hogtira ee ganchali beka😂,not tulu
Naatakadla communal suru aand maare nana yencha muklena thoopunu yenkulu comedy gaadh thoovondithha,not offensive
"Soo beautiful this episode is !!! I salute you both Walter sir and dear Arvindanna.     ..Next time, Walty sir ..we look forward tulunadu&#39;s Kambala....  🐃🐃... Superb acting Walty sir...expressions etc.  Arvindanna, no words to express on your talents.  God bless you all",not tulu
Cewi le keka mudile,not offensive
ಆಯೆ ಒಂಚೂರು ಪರ್ತೆನಾಂದ್,not offensive
Adika prasangi roopesh...Over Act,not offensive
Comedy ya Saavuda,offensive untargeted
nim bojjava songaa,not offensive
What a song done by u guys❤🎉 <br>We want moreeeeeee🎉🎉,not tulu
"Karnataka Nennapandalla English Board Aakoke, Edhu Kannadigardu, Nin English Bekidre Uk, Canada, Australia, Yelladru Hogi Aako, Karnatakadalli, Kannadave Bere Maatadidre Toldu Pudi Pudi Agtave Ninnavan Thullu... Ninantha Berike Soolemaklu Erodakke Enthavella Aagta Erodhu Namma Kannada Naadlli, Ninavan Thullag Naayi Thunni Yetta... 🖕🏻🖕🏻🖕🏻...",not tulu
Aunty log bohot kadak hai,not tulu
Apuji ayag Mangalore toonda udupi malpun undu mata Siddaramaiah,offensive targeted
Pongu yenk esta,not offensive
Dada saavu marre....,offensive untargeted
Gantedala ijji Program ardha,offensive untargeted
20:34 20:34 munni budodchi koru ale pira😂insult malthol,not offensive
​@@maheshbirva8943 Kannada is the language for administration in Dakshina kannada not from Karnataka was formed but from 2000 years even your Aluva Dynasty used it.....Your Tulu script wasn&#39;t used for 2000 years. ..Thats the reason states formation committee merged it with Karnataka,not tulu
Super lyrics....😍evergreen song🔥❤️,not tulu
somanath Shetty mangalpady,not tulu
Fab favorite 🥰🥰🥰 I&#39;m just waiting her to come back in the serial 💗💗💗,not tulu
Movie nh Natakada lekka malporchi,not offensive
Hero thikkijera Bethe yerla over acting malpe kookre,offensive untargeted
Fvrt song ❤️😍,not tulu
"Nayi, Tulu nank kannada p**k nivals",offensive untargeted
ನಮ್ಮ ತುಳುನಾಡು   .ಜೈ ನಾಡು,not offensive
Flashback snap in front of me 👍👍👍👍,not tulu
Nikleg bethe yerla judge tikdijera..ayan deple marre marle vijayn..nattunayan,not offensive
​@@samarthd9948ninna support agathya ne ijji yenkleg Tulu nadu bethe ne state aavodu,not offensive
savu da comady .kandrakutti. very bad words using yyyy,not offensive
nice movie dialogue,not tulu
Dislike mandinakal ghattadakl thojod,not offensive
"Maya - love""",not tulu
"""Enchina avasthey maree ,,super ye !!",not offensive
Thulu abimanigelad movi padule pilz,not offensive
"Then why are you trying for kannada schools in kasargod. As far as I know kasargod is part of Kerala right?. Have some shame, you hypocrite!!",not tulu
"""Vikas,ab thoda thodasa 😂open ho rahe hai""",not tulu
Thulu ಜನ ಗೇಟ್ ಔಟ್ !!,not tulu
Savvda sangitha mare Enchi,offensive untargeted
Pukuli . Ninna ajjerna,offensive untargeted
"@@eaglegaming7869 Nimman Thulluge Yaro Respect Kodtare, Malayalam Copy Soolemagne, Karnatakada Hel Tindu, Rajya Virodha Kelsa Maadtiya, Jail Ge Haaki Rubbidre Sariyagtiya Thullu Bashe Anthe Soolemagne, Byri Bashe Edhe, Konkani Bashe Edhe, Nindyavdho Thullu Bashe... Nam Karnatakadalli Karavali Karnataka Davarade",not tulu
"""FYI, I'm a pee lover after watching this video😁""",not tulu
"Comedy jasti ijji, pokkade patherune mokul, dumbu episode pura super ittund",not offensive
TULUNADA MANIKYA❤️,not offensive
Superb review bro .... Inchina movie reviews korunduppule please. Just loved it,not offensive
Namma tulunad da tulu bhashed moodud baidina bhari sokuda pada ❤❤,not offensive
"""dubble meaning pathernave comedey pand yennider,mukulu poora daye  inchina yedde programmed participate malpvera""",not offensive
Dnt impose ur kannada here keep in ur disctrict,not tulu
Dala Yedde Avonde Ijji Onjji Team daalaaaa.....,not offensive
"Neenirodu karnatakdalli.... Matadodu kannadalli.....<br>Kannadalli bari, nudi, <br>Basshe amele.... Bariyodu kannada... Matadodu kannada... Jai kannada.... Jai kannada.... Kannada meribeku...",not tulu
rakshita e yepa udara apa ya 😂,not offensive
Bvc 🐕 Nina Amman Tull... @@user-frgggghgfddg,offensive targeted
Moola Malayalam aandala Tulu t bhaari shoku d moodudh baidund❤,not offensive
@@shahilsha8927 takies d thoothe..,offensive targeted
Movie thuyinaklna onje pathera movie edde ejji,not offensive
Panka Aye Sonu nigamn,offensive untargeted
Shey ayena avasteye,not offensive
"""navine nanji d saipe.....ayag avve pokala.........bukka mc savuda mc ayana..",offensive untargeted
"""kelau mande samanthina janakleg kashta koripna thood baari kusi apundu, rande g putdina.""",not offensive
Thanvi acting super❤<br>But serial dabba story<br>Full boring😴,not offensive
You guys are hilarious 🔥🔥,not tulu
Ykalna elad mast apunde ye avutitinda onji mara minus tengina sasi hal apund ok na,not offensive
Me Clean PC if,not tulu
ಬಾರಿ ಪೊರ್ಲುದ ಪದ,not offensive
Yer ya moojikas daye imbe,offensive untargeted
Anchor na saava,offensive untargeted
Bvc Pombe randemage,offensive targeted
Pongu jasti tinodchi dabur suru apundu,not offensive
ottare comidi artane ejji.😡,not offensive
Maatha copy malthna. Moklena swantha onjila ejji. Ayag mathi ejji mokleg gathi ejji,not offensive
santuna kaar pathd nelakk darpule 😁,not offensive
Song laikund maare aanda imbena incha pukuli maaya avare ballitnd😣,not offensive
"ನಮ್ಮ ಭಾರತ ಹೇಗೆ ಪುಣ್ಯಭೂಮಿಯೋ ಹಾಗೆ ನಮ್ಮ ಕರ್ನಾಟಕ ಕೂಡ, ನಮ್ಮ ರಾಜ್ಯ ಭಾಗ ಆಗಿರುವುದಕ್ಕೆ ಪುಣ್ಯಮಾಡಿರಬೇಕು. ಆದರೆ ಸರ್ಕಾರ ಸೌಕರ್ಯ ಕೂಡ ಎಲ್ಲ  ಜಿಲ್ಲೆಗಳಿಗೂ ಸಮವಾಗಿ ಕಲ್ಪಿಸಬೇಕು.",not tulu
Aikke panpun kannada da bvrc len pura kudla d eppare budre balli bvrc leg 🙂 aye yerya sulemage bhatte.,offensive untargeted
ನಾನು ಬಿಜಾಪುರದ ನಿವಾಸಿಯಾಗಿದ್ದು ನಾನು ಅಪ್ಪಟ ಕನ್ನಡಿಗ. ತುಳು ಭಾಷೆ ಸಹ ತುಂಬಾ ಸುಂದರವಾದ ಭಾಷೆ. ತುಳು ಭಾಷೆಗಳನ್ನು ಮಾತನಾಡುವರನ್ನು ನೋಡಿದಾಗ ತುಂಬಾ ಹೆಮ್ಮೆ ಅನಿಸುತ್ತದೆ.,not tulu
Comedy mare rajakeeyanaa la savuuuu,offensive untargeted
Kuku nina ammalth,not offensive
"joke ondu marre""",not offensive
santhu n ora thojipale mare 🤣🤣,not offensive
Yan laxmi baramma serial  thupe keerthi akka yenk ista yan manglore honna katte gothunda,not offensive
Kunne maya Next song,offensive untargeted
"Eth ನಾಚಿಕೆ ಇಜ್ಜಿ ಮಾರೆ ಮೋಲೆಗ್ , ಬಿಕ್ಷಿಕೆರೆಡ್ಡ ಕಡೆ ಉಲ್ಲ ಪಂಡಲ",offensive untargeted
@dineshshetty2163 dada bvrc,offensive targeted
"rt @taulavaspeaks: ನಮಕ್ ನನಲಾ ಬುದ್ಧಿ ಬೌಜಿ!! ನಮಕ್ ಈ ರಾಜ್ಯಡ್ ಏನ ಬಿಲೆ ಉಂಡು, ಏನ ಮರ್ಯಾದಿ ಉಂಡು! ಕರ್ನಾಟಕ ನಮನ ರಾಜ್ಯ ಅಂದಾ??? #karnatakabetrayedtuluna…",not tulu
"Avu pee attate avu "" Poop""  athe..",not offensive
Shaw nindo first byari padi manga nankalo language joke akanda,not tulu
Tulu 😂😂😂😂😂😂.... KANNADA 💚🚩🚩🚩,not tulu
Kolaveri Di shut up,not tulu
Keep on entertaining.,not tulu
Happening now in @clubhouse!,not tulu
ಸೂಪರ್ athundu ವಿಡಿಯೋ but ನನಲ ಲಾಂಗ್ ವಿಡಿಯೋ ಮಲ್ಪುಲೇ 😍😍😍,not offensive
ಅಂಬಾನಿ ತುಂಡಾ ಸೈತೆ ಪೊವೇ.😂😂,not offensive
"❤one of the best actor ,arvnd bolar best òne of most populor  walter ,nandslike, vaman poojary mundly ķarla 🎉😂❤😢😮😅😊",not tulu
Yenchi galij video,not offensive
Evnondu enu antane gottagtilla..edralli nagodu enide,not offensive
Youths ge keludru avrigu yenu gotilla😂. Why u people feel insecure? Kannadigas attacking udupi manglore people?,not tulu
Sonu nigamn panka Aye,offensive untargeted
Movie marre Yenchi saavda,offensive untargeted
Preethi daantina jeevana gas ippandina sodada leka :),not offensive
Family da ottug kulludu thupileka ijji.,not offensive
Yekka saka tulu full movie padle please,not offensive
Kule look like Sister,offensive targeted
Marl,offensive untargeted
Yenna maryade yane deppuna panda undena,not offensive
Kukku ninna ammarth,not offensive
Poya bvrc bhatta ninnamme kannada dayena? Soole bhatta Bhatta na juttu kothimari kattu😂,offensive targeted
ಕರ್ನಾಟಕದಲ್ಲಿ ಕನ್ನಡವೇ ಸಾರ್ವಭೌಮ ನಿಮಗೆ ಹೇರಿಕೆ ಅನ್ನೋದಾದ್ರೆ ಕರ್ನಾಟಕ ಬಿಟ್ಟು ತೊಲಗಿ,not tulu
Maddy Maddy ninna Amma na bevarsi film tullu,offensive targeted
Swami ajja pand yer nambuvera aklen yepola kai budayer ajje,not offensive
So bad... comedy ijji,not offensive
er dhramanna na story  padna ga yenna kaan du nir bathundu ye😢,not offensive
29 mins kammi anduye...othe jaasti uppodu andh aase ittund...,not offensive
😡😡😡😡 ತುಲ್ಲು ನಾಡ್ ನಾಯಿಗಳ,offensive untargeted
"requesting @compolmlr  to look at fake accounts in your own name in twitter,  @shashik85532199. hoping it isn't your real account.   ಇಂಚ ಈರೆನ ಪುದರ್ಡ್ ತುಳುನಾಡ್ ಡ್ ಗೊಬ್ಬುನ  ಜನಕ್ಲೆಗ್ ಈರ್ ಕ್ರಮ ದೆತೊನ್ಲೆ. ",not offensive
@@thundergaming7736 give me the link of full movie plz,not tulu
Ponnu na enchina Tulu mare.....,offensive untargeted
Sticker pathale pinkan g Bhatre irna illad malla banner padle. Bokka irna,offensive targeted
Olla vns mlpnga erna vdo tuyerda dakkode,not offensive
Full movie paadle athe,not offensive
bari jawani mein sontta bene......bahuti nazuk hai 😊,not offensive
"Undhuve lakkane kambuladha yerlena kambuladha video malpule plz, plaz plz malpule",not offensive
Avana aje shunti️ Yetha sava,offensive targeted
dabba... mast overlaps.. neerd burlaka ettund act.. music edde undu...,not offensive
"""Undu..undu....bodittene🤣🤣🤣🤣🤣🤣🤣🤣 personal experience . 😂Ahhhhh... Ondu """"GORI """"ya katte🤣🤣.""",not offensive
Ninna amerda pan,offensive untargeted
Pett kammi cook very bad. Act Deepak rai good act,not offensive
Frist Karnataka Kannada,not tulu
Aa bhatte yer marre,not offensive
Stand up comedy delaa bloopers padle 😊😊 last ge,not offensive
Jai tulunadu.mulpa Kannada agatya ejji,not offensive
Walter merla bolar sir nottige serd acting kalther... Super combination... 🙏🏻🙏🏻,not offensive
Dala pandre ijji😂😂😂,not offensive
"ಸೂಪರ್,,,,, ರವಿ ಆಂಡ್ ಪುಷ್ಪರಾಜ್",not offensive
"Itte da javaner <b>winner winner chicken dinner</b>,dh malthond iper",not offensive
Sharan ir chur Anvitha nu jasthi insult manthileka aapund erage adika prasanga daye,not offensive
Message is gud but no comedy punches,not tulu
ಮಂಗಳೂರಿನಲ್ಲಿ ಕನ್ನಡ ಪರ ಸಂಘಟನೆ ಆಗಲಿ ತುಳುನಾಡ ಸಂಘಟನೆ ಆಗಲಿ ಯಾವುದಕ್ಕೂ ಜನ ಬೆಂಬಲ ಕೊಡುದಿಲ್ಲ.. ಮಂಗಳೂರಿನ ಪ್ರತಿಯೊಬ್ಬರೂ ಕನ್ನಡವನ್ನು ಮಾತಾಡುತ್ತಾರೆ.. ಅಲ್ಲಿ ಯಾವುದೇ ಸಂಘಟನೆಯ ಅಗತ್ಯ ಇಲ್ಲ,not tulu
ನಾಯಿಗಳ😡😡😡😡 ತುಲ್ಲು ನಾಡ್,offensive untargeted
Nanji d saipe.....ayag avve pokala.........bukka mc savuda mc ayana.. Navine,offensive targeted
Aremarler move padle plzz tulu ttu plzz padle 🙏,not offensive
ತುಳುನಾಡ್ ದ ಮಸ್ತ್ ಪೊರ್ಲುದ ಪದ,not offensive
Edde actress naklu ittndala...akleg match avandina boring comedy.......,not offensive
pradani malla kalve 😂😂😂😂 swachha barath pand matha luty malther 😂,not offensive
Dada avasthe marre,not offensive
Puura ok...bt aa board dd derpun...avve comedy aapun..karmada show...,not offensive
ಸೂಪರ್ ಅಮರ್ bro,not offensive
Bai d baidhini munji baje,not offensive
Nett dada comedy unda Deverege gottu..,not offensive
Walter And bolara natural acting walter now fully comedy actor,not tulu
Nirikshe maltja enchina bakwas vedio ereda,offensive targeted
"Punch d dumbu music barpundu,very bad",offensive targeted
thinnond shisth illa kai ala madkond chik magu tara yest galij agi thinthiddale 😂,not offensive
"Ivnige nachike hagbeku,ivnu bere rajyadhalli hogi nod,dhaga gothaguthe,alli yaava thara idhe.antha ...",not tulu
"""dada maare, enchina saavu maare, maya maya maya......""",offensive untargeted
"""perfect , beautiful performance suuuper...all the best nxt level""",not tulu
dayegu encha thinpar 😬eat slowly,not offensive
@mjkotian9893  ayena yenchena sayu mareyare.,offensive targeted
Dabba comidiy latpotu,offensive untargeted
Ee nadu bodu kelavu nayileg kuda ee naduge nerpuni… Good msg… unare thinare,offensive untargeted
ayyo gernal atth general knowledge maraide😀,not offensive
Kaital ijji !! Bakwas..... ow movie la realitig,offensive untargeted
I ❤ Love You lot ಕೀರ್ತಿ sister ❤,not tulu
App work out aayijodu,not offensive
Namma tulu nadth devrr Subrahmanya dharmastala,not offensive
Vijaya daye deetera ... Naida mage bvrc,offensive targeted
Ee hospital sersali😂😂 marledi n,offensive targeted
umesh mijar na ite ite over acting\u200d,not offensive
Saave Da anchor over acting,offensive targeted
Wow sprb,not tulu
Encha song download manpunu,not offensive
va bevasi soole mage bogulundasa tulu bhashe budpuja,offensive targeted
@@Nitheshbelchadachelur what,not tulu
Film Karma da,offensive targeted
"""ಎಂಚಿನ 'ಸಾವು'ದ ಕಾಮೆಡಿ \u200cಯೆ.."" 08:55 ', '",offensive untargeted
Perade joru ethinaittu korida kattada poojelu joru eppuva😂😂🤣,not offensive
Jai kunnediga s,not offensive
Acter na pudher dha dha,not offensive
Aremarler movie padle,not offensive
Navine nanji d saipe.....ayag avve pokala.........bukka mc savuda mc ayana..,offensive targeted
Devdas sir fav forever,not tulu
patthi neer muttande yetho dina athi lekka undu... ee thinpina thunda... yebeee..😮,not offensive
Pokkade time west,not offensive
"Mann avoo', ""Where's  Comedy?"", 'Rama mandira atthu ninna ammerna mandira",offensive untargeted
"ಅಪ್ಪುನ    .,...ತ್ತೆಲ್",not offensive
"Jai Karnataka, jai kannada.  Whoever comes against our language in our state we will not spare them.  Driver cam put other language for state but can&#39;t put state language.  Let him put Tulu in buses ,  let we see how many people understand 😂t😂😂.  After few days he will only remove it",not tulu
"Johney sir in Hindi, Sadhu sir in Kannada and we have Arvindanna in Tulu.",not tulu
ಧೀರಜ್ ರೈ  ಅಧ್ಬುತ ಗಾಯನ....,not tulu
Over acting by kapikad and bojraj,not offensive
Sule balla thamase manpuvara nikleg byarilena,offensive targeted
"Please upload kasoldipar ,babu ,yanori baroliya old Tulu nataka mp3",not offensive
Saw da comedy.. Time waste,not offensive
Rosy poora injection korle pettu kammidaklu mam dislike maltinaklegu,offensive untargeted
"""Omago turu lobh 😂😂",not tulu
enchinaundu ವೇಷ ಅನ್ನ erna😁,not offensive
Pukuli fan from manipal,not tulu
Comedy masth soku undu,not offensive
"Galeej comedy, nachige aavodu nikleg",not offensive
Embe onji mage karmda,not offensive
Raj sounds and lights la upload malpule plssss ❤❤❤,not offensive
"<a href=""https://www.youtube.com/watch?v=o_0pvwGmxvQ"">https://youtu.be/o_0pvwGmxvQ</a>",not tulu
Yan enklna..gunanather(Arvind).ullerndmatra tguvondulle...,not offensive
Hats up.   Comedy plus message to tulunadu..,not tulu
Enta saavu idu  pukuli,offensive untargeted
Fast like korre ayiji so fast comment yennane,not offensive
Eer ora manipandhe kulle ye ori kenvendh panondh popinena,not offensive
